keyword,title,listing_url,item_number,sku,price,currency,min_order_quantity,max_order_quantity,description,seller_name,seller_profile_url,seller_rating,seller_total_reviews,seller_business_name,seller_country,seller_address,seller_email,scraped_at,last_updated
factory,Free shipping!!!20% off CE China 1ton Euro5 EPA Side Swing Boom Thumb Hydraulic Rubber Track Crawler Rubber Track Micro Small DiggerFactoryMini Excavator,https://titanloader.en.made-in-china.com/product/sSyEajBTCepJ/China-Free-shipping-20-off-CE-China-1ton-Euro5-EPA-Side-Swing-Boom-Thumb-Hydraulic-Rubber-Track-Crawler-Rubber-Track-Micro-Small-Digger-Factory-Mini-Excavator.html?ads_tp=&ads_id=bNnamCMrCIDZ,,TL10E,999.0,USD,2.0,,"CE certifiedvalid since 2025-04-25(contact issuer for current status)Free shipping!!!20% off CE China 1ton Euro5 EPA Side Swing Boom Thumb Hydraulic Rubber Track Crawler Rubber Track Micro Small DiggerFactoryMini ExcavatorUS$ 999-2000/ Piece2 Pieces(MOQ)Weihai Titan Heavy Machinery Co., Ltd.Weihai Titan Heavy Machinery Co., Ltd.Diamond MemberAudited SupplierSecured TradingShandong, ChinaEnjoy trading protection from Made-in-China.comView larger video & image5(5.0)""Great Customer Service""Great Customer Service","Weihai Titan Heavy Machinery Co., Ltd.",https://titanloader.en.made-in-china.com?ads_tp=&ads_id=bNnamCMrCIDZ,5.0,5.0,Weihai Titan Heavy Machinery Co.,"Province, China","Torch High-Tech Industrial Development Zone, Weihai, Shandong",,2025-08-15T13:29:21.124826,
factory,Pre-Engineered Metal Building Material Kits Prefabricated Middle Size Light Steel StructureFactoryWarehouse,https://zhejiangyuanfang.en.made-in-china.com/product/AGorEfPJmwhR/China-Pre-Engineered-Metal-Building-Material-Kits-Prefabricated-Middle-Size-Light-Steel-Structure-Factory-Warehouse.html,,WW-WH-MB-0006,20.0,USD,,,"Pre-Engineered Metal Building Material Kits Prefabricated Middle Size Light Steel StructureFactoryWarehouseUS$ 20-45/ Square Meter100 Square Meters(MOQ)Zhejiang Yuanfang Steel Structure Manufacturing Co., Ltd.Zhejiang Yuanfang Steel Structure Manufacturing Co., Ltd.Diamond MemberAudited SupplierSecured TradingZhejiang, ChinaManufacturer/Factory & Trading CompanyISO9001:2015, ISO45001:2018, ISO14001Enjoy trading protection from Made-in-China.comView larger video & image","Zhejiang Yuanfang Steel Structure Manufacturing Co., Ltd.",https://zhejiangyuanfang.en.made-in-china.com,,,Zhejiang Yuanfang Steel Structure Manufacturing Co.,"Zhejiang, China","Deqing County Leidian Town Industrial Park, Huzhou, Zhejiang",,2025-08-15T13:29:29.295366,
factory,Pny-Me-15bFactoryDirect Sale Mini Excavator Ideal for Agricultural Orchards,https://pioneerexcavator.en.made-in-china.com/product/tJfrGPEYdKpx/China-Pny-Me-15b-Factory-Direct-Sale-Mini-Excavator-Ideal-for-Agricultural-Orchards.html?ads_tp=ppc&ads_id=HJRQITncDxhP,,PNYME-15B,4553.0,USD,12.0,,"CE certifiedvalid since 2025-03-07(contact issuer for current status)EAC certifiedEAC certifiedvalid since 2025-06-03(contact issuer for current status)Pny-Me-15bFactoryDirect Sale Mini Excavator Ideal for Agricultural OrchardsUS$ 4553/ Piece12 Pieces(MOQ)Shandong Pioneer Engineering Machinery Co., Ltd.Shandong Pioneer Engineering Machinery Co., Ltd.Diamond MemberAudited SupplierShandong, ChinaManufacturer/Factory & Trading CompanyView larger video & image","Shandong Pioneer Engineering Machinery Co., Ltd.",https://pioneerexcavator.en.made-in-china.com?ads_tp=ppc&ads_id=HJRQITncDxhP,,,Focus Technology,"Shandong, China","Tai′an, Shandong, China",,2025-08-15T13:29:34.457911,
factory,FactoryPrice High Rise Prefabricated Steel Structure Construction for Peb Metallic Warehouse Workshop Hangar Shed Building Fabrication,https://ridgesteel.en.made-in-china.com/product/OvVQpNkFlqYg/China-Factory-Price-High-Rise-Prefabricated-Steel-Structure-Construction-for-Peb-Metallic-Warehouse-Workshop-Hangar-Shed-Building-Fabrication.html,7308900000,2020-13,25.0,USD,,,"FactoryPrice High Rise Prefabricated Steel Structure Construction for Peb Metallic Warehouse Workshop Hangar Shed Building FabricationUS$ 25-55/ Square Meter50 Square Meters(MOQ)Quanzhou Ridge Steel Structure Co., Ltd.Quanzhou Ridge Steel Structure Co., Ltd.Diamond MemberAudited SupplierSecured TradingFujian, ChinaTrading CompanyEnjoy trading protection from Made-in-China.comView larger video & image","Quanzhou Ridge Steel Structure Co., Ltd.",https://ridgesteel.en.made-in-china.com,,,Ridge Steel Buildings Co.,"Quanzhou, China","No. 5 Wayao Rd., Guanqian Industrial Area, Jinjiang",,2025-08-15T13:29:40.308518,
factory,Meitar Automatic Tinplate Aerosol Spray Can Filling Machine withFactoryDirect Price,https://jsmeida.en.made-in-china.com/product/xZtJNYaDRfkA/China-Meitar-Automatic-Tinplate-Aerosol-Spray-Can-Filling-Machine-with-Factory-Direct-Price.html,8422303090,QGQ750,19000.0,USD,1.0,,"Meitar Automatic Tinplate Aerosol Spray Can Filling Machine withFactoryDirect PriceUS$ 19000/ Set1 Set(MOQ)Yangzhou Meida Filling Machinery Co., Ltd.Yangzhou Meida Filling Machinery Co., Ltd.Diamond MemberAudited SupplierSecured TradingJiangsu, ChinaManufacturer/Factory & Trading CompanyEnjoy trading protection from Made-in-China.comView larger video & image","Yangzhou Meida Filling Machinery Co., Ltd.",https://jsmeida.en.made-in-china.com,,,Yangzhou Meida Filling Machinery Co.,"Jiangsu, China","North to Huicun Transformer Substation, Dinggou Town, Jiangdu",,2025-08-15T13:29:46.039032,
factory,ChinaFactory25HP 30HP 45HP 50HP 60HP 70HP Mini Tractor for Garden Agriculture,https://qdtavol.en.made-in-china.com/product/QOafDlZugkAb/China-China-Factory-25HP-30HP-45HP-50HP-60HP-70HP-Mini-Tractor-for-Garden-Agriculture.html,,45HP,3000.0,USD,1.0,,"ChinaFactory25HP 30HP 45HP 50HP 60HP 70HP Mini Tractor for Garden AgricultureUS$ 3000-3500/ Piece1 Piece(MOQ)Qingdao Tavol Machinery Co., Ltd.Qingdao Tavol Machinery Co., Ltd.Diamond MemberAudited SupplierSecured TradingShandong, ChinaEnjoy trading protection from Made-in-China.comView larger video & image","Qingdao Tavol Machinery Co., Ltd.",https://qdtavol.en.made-in-china.com,,,"Post Sourcing Request













Qingdao Tavol Machinery Co.","Shandong, China","22f Building 2nd Nuode Square No 328, Dunhua Road, Shibei District",,2025-08-15T13:29:53.405592,
factory,FactoryPrice Hydraulic Bending Machine Sheet Metal Press Brake Machine Hydraulic Press Brake CNC Press Brake CNC Bending Machine Sheet Metal Folding Machine,https://vikenmachine.en.made-in-china.com/product/HGsReSjbEDca/China-Factory-Price-Hydraulic-Bending-Machine-Sheet-Metal-Press-Brake-Machine-Hydraulic-Press-Brake-CNC-Press-Brake-CNC-Bending-Machine-Sheet-Metal-Folding-Machine.html?ads_tp=&ads_id=SNXGmFCcriIa,8462299000,press,7000.0,USD,1.0,,"CE certifiedvalid since 2024-12-05(contact issuer for current status)FactoryPrice Hydraulic Bending Machine Sheet Metal Press Brake Machine Hydraulic Press Brake CNC Press Brake CNC Bending Machine Sheet Metal Folding MachineUS$ 7000-8000/ Set1 Set(MOQ)Anhui Viken Intelligent Equipment Manufacturing Co., Ltd.Anhui Viken Intelligent Equipment Manufacturing Co., Ltd.Diamond MemberAudited SupplierSecured TradingAnhui, ChinaManufacturer/Factory & Trading CompanyEnjoy trading protection from Made-in-China.comView larger video & image","Anhui Viken Intelligent Equipment Manufacturing Co., Ltd.",https://vikenmachine.en.made-in-china.com?ads_tp=&ads_id=SNXGmFCcriIa,,,Anhui Viken intelligent equipment manufacturing Company Limited,"Anhui, China","Ma′anshan, Anhui, China",,2025-08-15T13:29:57.435591,
factory,110t3100mm Hydraulic CNC Press Brake 4+1 Axis Sheet Metal Bending Machine Energy-Saving High-Speed High-Precision Fabrication CE CertificateFactoryPrice,https://cnhawe.en.made-in-china.com/product/sJKYyxcjZSpU/China-110t3100mm-Hydraulic-CNC-Press-Brake-4-1-Axis-Sheet-Metal-Bending-Machine-Energy-Saving-High-Speed-High-Precision-Fabrication-CE-Certificate-Factory-Price.html,,CNHAWE,4000.0,USD,1.0,,"110t3100mm Hydraulic CNC Press Brake 4+1 Axis Sheet Metal Bending Machine Energy-Saving High-Speed High-Precision Fabrication CE CertificateFactoryPriceUS$ 4000-12000/ Sets1 Sets(MOQ)Anhui Hawei Intelligent Equipment Co., Ltd.Anhui Hawei Intelligent Equipment Co., Ltd.Diamond MemberAudited SupplierSecured TradingAnhui, ChinaManufacturer/Factory & Trading CompanyEnjoy trading protection from Made-in-China.comView larger video & image","Anhui Hawei Intelligent Equipment Co., Ltd.",https://cnhawe.en.made-in-china.com,,,CNHAWE is a diversified modern enterprise that integrates manufacturing,"Anhui, China","Ma′anshan, Anhui, China",,2025-08-15T13:30:02.881475,
factory,Multi-Head Rotary Vial Automatic Line E-Liquid Cigarette Oil Machinery Liquid Filling MachineFactory,https://paixiefillingmachine.en.made-in-china.com/product/VxFpqgRGurYf/China-Multi-Head-Rotary-Vial-Automatic-Line-E-Liquid-Cigarette-Oil-Machinery-Liquid-Filling-Machine-Factory.html?ads_tp=&ads_id=TsCaWZqoMglK,8422301090,PX-BFC80,8000.0,USD,1.0,,"Multi-Head Rotary Vial Automatic Line E-Liquid Cigarette Oil Machinery Liquid Filling MachineFactoryUS$ 8000-18000/ Piece1 Piece(MOQ)Shanghai Paixie Packaging Machinery Co., Ltd.Shanghai Paixie Packaging Machinery Co., Ltd.Diamond MemberAudited SupplierSecured TradingShanghai, ChinaEnjoy trading protection from Made-in-China.comView larger video & image","Shanghai Paixie Packaging Machinery Co., Ltd.",https://paixiefillingmachine.en.made-in-china.com?ads_tp=&ads_id=TsCaWZqoMglK,,,Shanghai Paixie Packaging Machinery Co.,"Shanghai, China","Room C145, Building 2, 1628 Suzhao Road",,2025-08-15T13:30:06.683869,
factory,Pny-Me-15AFactory-Offered Mini Excavator for Ditching and Digging in Orchards,https://pioneerexcavator.en.made-in-china.com/product/kmSrTncjhoYZ/China-Pny-Me-15A-Factory-Offered-Mini-Excavator-for-Ditching-and-Digging-in-Orchards.html?ads_tp=ppc&ads_id=HJRQITncDxhP,,PNYME-15A,2528.0,USD,12.0,,"CE certifiedvalid since 2025-03-07(contact issuer for current status)EAC certifiedEAC certifiedvalid since 2025-06-03(contact issuer for current status)Pny-Me-15AFactory-Offered Mini Excavator for Ditching and Digging in OrchardsUS$ 2528/ Piece12 Pieces(MOQ)Shandong Pioneer Engineering Machinery Co., Ltd.Shandong Pioneer Engineering Machinery Co., Ltd.Diamond MemberAudited SupplierShandong, ChinaManufacturer/Factory & Trading CompanyView larger video & image","Shandong Pioneer Engineering Machinery Co., Ltd.",https://pioneerexcavator.en.made-in-china.com?ads_tp=ppc&ads_id=HJRQITncDxhP,,,Focus Technology,"Shandong, China","Tai′an, Shandong, China",,2025-08-15T13:30:09.896490,
factory,FactoryWorkspace Warehouse Prefabricated Container House Modular Prefab House Mobile Flat Pack Container House 20FT Container Office Vessel House,https://gs-housing.en.made-in-china.com/product/OryYIuqEHmkc/China-Factory-Workspace-Warehouse-Prefabricated-Container-House-Modular-Prefab-House-Mobile-Flat-Pack-Container-House-20FT-Container-Office-Vessel-House.html?ads_tp=ppc&ads_id=uQAxzrCEmnks,,Flat,1339.0,USD,1.0,,"CE certifiedvalid since 2024-04-24(contact issuer for current status)CE certifiedvalid since 2024-04-24(contact issuer for current status)FactoryWorkspace Warehouse Prefabricated Container House Modular Prefab House Mobile Flat Pack Container House 20FT Container Office Vessel HouseUS$ 1339-3599/ Piece1 Piece(MOQ)Orient Gs Housing International Engineering Co., Ltd.Orient Gs Housing International Engineering Co., Ltd.Diamond MemberAudited SupplierSecured TradingGuangdong, ChinaManufacturer/Factory & Trading CompanyEnjoy trading protection from Made-in-China.comView larger video & image","Orient Gs Housing International Engineering Co., Ltd.",https://gs-housing.en.made-in-china.com?ads_tp=ppc&ads_id=uQAxzrCEmnks,,,Factory & Trading Company,"Guangdong, China","No. 540, Genghe Avenue West, Genghe Town",,2025-08-15T13:30:14.199151,
factory,New Design Sunika Wholesale Industrial Bulk Production Direct to Substrate 30 Cm Printing Machinery UV Dtf Printer for Logo ImprimanteFactoryPrice,https://xsjsunika.en.made-in-china.com/product/mfxpWtGEoRVZ/China-New-Design-Sunika-Wholesale-Industrial-Bulk-Production-Direct-to-Substrate-30-Cm-Printing-Machinery-UV-Dtf-Printer-for-Logo-Imprimante-Factory-Price.html,,SK-30F,2714.0,USD,1.0,,"CE certifiedvalid since 2024-02-06(contact issuer for current status)RoHS certifiedvalid since 2024-08-19(contact issuer for current status)FCC certifiedvalid since 2024-09-06(contact issuer for current status)New Design Sunika Wholesale Industrial Bulk Production Direct to Substrate 30 Cm Printing Machinery UV Dtf Printer for Logo ImprimanteFactoryPriceUS$ 2714-3146/ Set1 Set(MOQ)Zhengzhou New Century Digital Technology Co., Ltd.Zhengzhou New Century Digital Technology Co., Ltd.Diamond MemberAudited SupplierSecured TradingHenan, ChinaManufacturer/Factory & Trading CompanyISO9001:2015Enjoy trading protection from Made-in-China.comView larger video & image","Zhengzhou New Century Digital Technology Co., Ltd.",https://xsjsunika.en.made-in-china.com,,,Zhengzhou New Century Digital Technology Co.,"Henan, China","No. 41, Wenzhu Rd., High-tech Development Dist.",,2025-08-15T13:30:17.924460,
factory,New Design Direct Supply High 30cm Shaker White Ink Circulation System Printer Printing Machine with Oven Dtf for T Shirt ClothingFactoryPrice,https://xsjsunika.en.made-in-china.com/product/YQbRhkTOYgrX/China-New-Design-Direct-Supply-High-30cm-Shaker-White-Ink-Circulation-System-Printer-Printing-Machine-with-Oven-Dtf-for-T-Shirt-Clothing-Factory-Price.html,,SK-A3,1157.0,USD,1.0,,"CE certifiedvalid since 2024-02-06(contact issuer for current status)RoHS certifiedvalid since 2024-08-19(contact issuer for current status)FCC certifiedvalid since 2024-09-06(contact issuer for current status)New Design Direct Supply High 30cm Shaker White Ink Circulation System Printer Printing Machine with Oven Dtf for T Shirt ClothingFactoryPriceUS$ 1157-1350/ Set1 Set(MOQ)Zhengzhou New Century Digital Technology Co., Ltd.Zhengzhou New Century Digital Technology Co., Ltd.Diamond MemberAudited SupplierSecured TradingHenan, ChinaManufacturer/Factory & Trading CompanyISO9001:2015Enjoy trading protection from Made-in-China.comView larger video & image","Zhengzhou New Century Digital Technology Co., Ltd.",https://xsjsunika.en.made-in-china.com,,,Zhengzhou New Century Digital Technology Co.,"Henan, China","No. 41, Wenzhu Rd., High-tech Development Dist.",,2025-08-15T13:30:21.266662,
factory,Fixed Scissor Lift Electric Hydraulic Lifting PlatformFactoryBig Tonnage Workshop Cargo Lift Table,https://9514c0d99bffe16e.en.made-in-china.com/product/eUrYZMtDgRki/China-Fixed-Scissor-Lift-Electric-Hydraulic-Lifting-Platform-Factory-Big-Tonnage-Workshop-Cargo-Lift-Table.html,,ISO9001,6500.0,USD,1.0,,"CE certifiedvalid since 2025-06-17(contact issuer for current status)Fixed Scissor Lift Electric Hydraulic Lifting PlatformFactoryBig Tonnage Workshop Cargo Lift TableUS$ 6500-10000/ Piece1 Piece(MOQ)Horen Technology (Ningbo) Co., Ltd.Horen Technology (Ningbo) Co., Ltd.Diamond MemberAudited SupplierZhejiang, ChinaManufacturer/Factory & Trading CompanyView larger video & image","Horen Technology (Ningbo) Co., Ltd.",https://9514c0d99bffe16e.en.made-in-china.com,,,"Post Sourcing Request
















                                    Horen Technology","Zhejiang, China","No. 8 Anju North Road, Beilun District, Ningbo",,2025-08-15T13:30:31.716824,
factory,Cheap ChineseFactorySale Farm Tractor 70HP 80HP 90HP 100HP 4WD Farm Tractors for Sale,https://wftaihong.en.made-in-china.com/product/inGpNfYJIkRw/China-Cheap-Chinese-Factory-Sale-Farm-Tractor-70HP-80HP-90HP-100HP-4WD-Farm-Tractors-for-Sale.html,8701931000,TH1004,10812.0,USD,2.0,,"Cheap ChineseFactorySale Farm Tractor 70HP 80HP 90HP 100HP 4WD Farm Tractors for SaleUS$ 10812-12000/ Unit2 Unit(MOQ)Weifang Taihong Tractor Co., Ltd.Weifang Taihong Tractor Co., Ltd.Diamond MemberAudited SupplierShandong, ChinaManufacturer/Factory & Trading CompanyISO9001:2015View larger video & image","Weifang Taihong Tractor Co., Ltd.",https://wftaihong.en.made-in-china.com,,,Focus Technology,"Shandong, China","West Baotong Street, Weifang, Shandong",,2025-08-15T13:30:42.386836,
